,77084,77036,77077,77095,77082,77057,77007,77070,77081,77063,77042,77072,77015,77008,77040
2013-11,122700.0,131300.0,246500.0,171900.0,120200.0,468900.0,337500.0,150000.0,299900.0,274600.0,300900.0,85000.0,89300.0,328300.0,123400.0
2013-12,123500.0,132300.0,246900.0,173400.0,120700.0,471200.0,342300.0,151100.0,304600.0,277100.0,304300.0,85600.0,89700.0,332100.0,124400.0
2014-01,124200.0,133200.0,247400.0,174400.0,121600.0,474300.0,346400.0,152200.0,308900.0,278800.0,307500.0,85700.0,89800.0,336300.0,125200.0
2014-02,124900.0,134200.0,247700.0,175000.0,122100.0,477200.0,349800.0,153200.0,312300.0,279400.0,310300.0,85500.0,89700.0,341200.0,126000.0
2014-03,125900.0,135600.0,248400.0,175700.0,122900.0,480700.0,354000.0,154300.0,314900.0,280400.0,313000.0,85800.0,89900.0,347100.0,126900.0
2014-04,127100.0,137200.0,250600.0,176800.0,123900.0,484600.0,359000.0,155400.0,315700.0,282900.0,316000.0,86200.0,90400.0,353800.0,127600.0
2014-05,128200.0,138900.0,253200.0,178000.0,124900.0,487400.0,363900.0,156800.0,314900.0,286300.0,318500.0,86400.0,91100.0,360300.0,128500.0
2014-06,129400.0,140300.0,255600.0,179700.0,126200.0,490200.0,369200.0,158600.0,314200.0,289900.0,320500.0,86600.0,91500.0,367300.0,129700.0
2014-07,130300.0,141600.0,258000.0,181300.0,127800.0,496200.0,374900.0,160700.0,312900.0,293500.0,322700.0,87200.0,92200.0,375500.0,130900.0
2014-08,130900.0,142900.0,260000.0,182400.0,129000.0,504000.0,380400.0,162500.0,312900.0,296500.0,325900.0,88000.0,92900.0,382900.0,132300.0
2014-09,131900.0,144000.0,261900.0,183700.0,129900.0,512500.0,385300.0,164100.0,314300.0,299900.0,330000.0,88900.0,93300.0,387900.0,133900.0
2014-10,133300.0,144700.0,264700.0,185300.0,130800.0,522300.0,390000.0,166000.0,316000.0,303700.0,334600.0,89400.0,93400.0,391600.0,135500.0
2014-11,134800.0,144400.0,269100.0,186900.0,132000.0,533800.0,394800.0,167800.0,318700.0,307400.0,337800.0,89800.0,93600.0,395300.0,136900.0
2014-12,136200.0,143500.0,274400.0,188500.0,133000.0,544900.0,398900.0,169400.0,321900.0,311300.0,339600.0,90500.0,94000.0,398100.0,138100.0
2015-01,137700.0,143000.0,279100.0,190100.0,134000.0,552600.0,401400.0,170500.0,323300.0,315200.0,341500.0,91400.0,95000.0,399800.0,139100.0
2015-02,138900.0,143100.0,282900.0,191400.0,134800.0,555400.0,402400.0,171500.0,323400.0,316900.0,344100.0,91900.0,96200.0,400400.0,139600.0
2015-03,139900.0,143100.0,286300.0,192400.0,135800.0,556500.0,403300.0,172800.0,326900.0,317600.0,346900.0,92400.0,97200.0,401400.0,140200.0
2015-04,141000.0,143200.0,289000.0,193400.0,137200.0,559300.0,405000.0,174500.0,332200.0,318500.0,349600.0,93500.0,98200.0,403100.0,141400.0
2015-05,142100.0,143300.0,291700.0,194300.0,138400.0,562800.0,407300.0,176100.0,337100.0,319800.0,353700.0,95600.0,99300.0,404800.0,142400.0
2015-06,142900.0,143300.0,293800.0,195200.0,139100.0,567500.0,407900.0,177600.0,342700.0,322100.0,358800.0,97400.0,100100.0,405600.0,142800.0
2015-07,143900.0,143800.0,294700.0,196200.0,139800.0,573400.0,407300.0,178900.0,350300.0,328000.0,364400.0,98700.0,100900.0,406400.0,143300.0
2015-08,145200.0,145100.0,294800.0,197000.0,140500.0,576700.0,407100.0,180000.0,354100.0,334600.0,369800.0,99300.0,102200.0,407000.0,144200.0
2015-09,146200.0,146600.0,295700.0,198000.0,140700.0,576500.0,407000.0,181000.0,351300.0,338900.0,373000.0,99500.0,103500.0,407200.0,144800.0
2015-10,146900.0,148400.0,297100.0,198900.0,140900.0,575900.0,406100.0,181900.0,346300.0,340400.0,372700.0,99900.0,104600.0,407100.0,145100.0
2015-11,147600.0,151400.0,298300.0,199500.0,141500.0,577400.0,404800.0,182400.0,343600.0,339100.0,371600.0,100700.0,105500.0,406800.0,145300.0
2015-12,148500.0,154800.0,300200.0,200400.0,142600.0,582600.0,404400.0,182900.0,343200.0,337100.0,370900.0,102300.0,106600.0,407000.0,145700.0
2016-01,149600.0,157600.0,302700.0,201900.0,143900.0,590100.0,404900.0,183800.0,342400.0,337700.0,370800.0,104300.0,107300.0,409200.0,146600.0
2016-02,150600.0,158700.0,304800.0,202800.0,145100.0,592000.0,405400.0,184300.0,340900.0,340800.0,372200.0,105600.0,108100.0,411300.0,147500.0
2016-03,151200.0,157900.0,306300.0,203000.0,145900.0,590500.0,405000.0,184400.0,339600.0,343700.0,374400.0,106400.0,109000.0,411700.0,148100.0
2016-04,151800.0,157400.0,308100.0,203500.0,146600.0,591000.0,404400.0,184600.0,340000.0,346900.0,375900.0,107400.0,110400.0,412000.0,149000.0
2016-05,153000.0,159300.0,309700.0,204500.0,147800.0,592800.0,403300.0,185200.0,342600.0,349600.0,375800.0,108900.0,112200.0,412700.0,150500.0
2016-06,154400.0,162500.0,310700.0,205100.0,149100.0,589300.0,401600.0,185800.0,345100.0,350300.0,375100.0,110400.0,114100.0,411300.0,152100.0
2016-07,155200.0,165200.0,310900.0,205400.0,150100.0,583500.0,401000.0,186200.0,347300.0,348600.0,374900.0,112100.0,115200.0,408700.0,153300.0
2016-08,155500.0,167000.0,311000.0,205700.0,151300.0,580800.0,401100.0,186300.0,350100.0,345500.0,375100.0,114300.0,116200.0,407800.0,154300.0
2016-09,155400.0,168100.0,311000.0,206200.0,153100.0,580300.0,400100.0,186500.0,356200.0,341600.0,375200.0,116300.0,117200.0,408500.0,155500.0
2016-10,155000.0,168200.0,310600.0,206800.0,155600.0,577900.0,398300.0,186900.0,361100.0,337600.0,375700.0,117700.0,118300.0,409400.0,156200.0
2016-11,155100.0,167900.0,309600.0,207500.0,157700.0,574300.0,397400.0,187400.0,362600.0,336400.0,377700.0,118600.0,119100.0,410300.0,156100.0
2016-12,155900.0,168100.0,308500.0,207900.0,158700.0,571400.0,397000.0,188000.0,363000.0,337700.0,380500.0,119300.0,119700.0,410700.0,156000.0
2017-01,156500.0,169000.0,307800.0,208600.0,159100.0,569500.0,396700.0,188600.0,365500.0,339700.0,382500.0,120100.0,120400.0,410800.0,156200.0
2017-02,156900.0,170200.0,308200.0,208900.0,160100.0,569400.0,397100.0,189300.0,366800.0,340700.0,381000.0,121300.0,121100.0,411600.0,156900.0
2017-03,157300.0,171300.0,308500.0,208400.0,161500.0,567900.0,397400.0,190000.0,366700.0,340000.0,378600.0,122300.0,121700.0,412500.0,158400.0
2017-04,157600.0,172900.0,308900.0,208000.0,163100.0,564500.0,397900.0,191000.0,367400.0,337900.0,380500.0,123400.0,122600.0,413100.0,160000.0
2017-05,157700.0,174900.0,309400.0,208000.0,164700.0,563200.0,398900.0,191900.0,369300.0,336000.0,385200.0,124200.0,123600.0,414200.0,161100.0
2017-06,157700.0,175500.0,309600.0,208200.0,165400.0,564500.0,400500.0,192300.0,370900.0,334300.0,386100.0,124400.0,124700.0,416300.0,162100.0
2017-07,157900.0,174900.0,309600.0,208900.0,165800.0,566300.0,402100.0,192300.0,372000.0,334100.0,383700.0,123500.0,125500.0,418500.0,163400.0
2017-08,158700.0,174600.0,310000.0,210200.0,166600.0,566500.0,403600.0,192700.0,371700.0,336700.0,381600.0,122900.0,125900.0,421000.0,164600.0
2017-09,160200.0,175000.0,310800.0,210700.0,167600.0,567200.0,405600.0,193400.0,370000.0,337600.0,381300.0,122800.0,126200.0,423500.0,165200.0
2017-10,161900.0,176000.0,311600.0,211200.0,168400.0,566600.0,407100.0,193900.0,370200.0,337400.0,381800.0,123700.0,127100.0,425500.0,166300.0
2017-11,162800.0,177200.0,311800.0,212300.0,169000.0,562200.0,406600.0,194500.0,372300.0,338900.0,382000.0,124800.0,128500.0,426500.0,168600.0
2017-12,162800.0,177700.0,311200.0,213100.0,169800.0,554300.0,405500.0,194800.0,374800.0,339600.0,382600.0,125900.0,129700.0,427600.0,171100.0
